TIME_PERIOD,VICTIMIZATION_PRIMARY,AGE,SEX,RACE,NUMBER_OF_VICTIMS
6/30/2007,ROBBERY,20-29,F,UNKNOWN,3
12/31/2011,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,3
12/31/2015,BATTERY,40-49,M,WWH,3
9/30/2020,ROBBERY,20-29,F,UNKNOWN,1
3/31/2021,ASSAULT,0-19,M,BLK,11
3/31/2012,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,13
3/31/2013,BATTERY,0-19,F,WWH,1
3/31/2015,ASSAULT,30-39,F,WHI,3
9/30/2010,ROBBERY,40-49,UNKNOWN,UNKNOWN,3
12/31/2018,ROBBERY,0-19,M,API,5
9/30/2020,BATTERY,50-59,F,BLK,22
6/30/2003,ROBBERY,20-29,M,BLK,445
3/31/2003,BATTERY,20-29,F,WBH,1
6/30/2013,CRIMINAL SEXUAL ASSAULT,UNKNOWN,F,WWH,1
9/30/2012,ASSAULT,60-69,F,WWH,1
9/30/2011,BATTERY,20-29,UNKNOWN,UNKNOWN,1
9/30/1995,HOMICIDE,20-29,F,BLK,2
9/30/2015,ROBBERY,0-19,M,WHI,17
9/30/2004,ASSAULT,20-29,M,WBH,1
9/30/2012,BATTERY,30-39,M,WHI,3
6/30/2004,HOMICIDE,60-69,M,BLK,2
12/31/1992,HOMICIDE,30-39,M,WHI,2
12/31/2018,ASSAULT,40-49,F,API,1
12/31/2001,ROBBERY,20-29,UNKNOWN,UNKNOWN,5
6/30/2007,BATTERY,50-59,F,BLK,17
12/31/2005,BATTERY,0-19,M,WHI,1
9/30/2010,ASSAULT,20-29,M,API,2
9/30/2003,ASSAULT,50-59,F,WWH,1
3/31/2016,ROBBERY,40-49,F,API,8
12/31/2003,BATTERY,50-59,M,WHI,2
6/30/2018,BATTERY,0-19,M,BLK,44
6/30/2010,BATTERY,0-19,M,BLK,43
9/30/2014,ROBBERY,70-79,M,WWH,8
3/31/2020,ROBBERY,50-59,F,UNKNOWN,2
3/31/2017,BATTERY,20-29,F,WWH,4
6/30/2009,BATTERY,0-19,F,BLK,29
9/30/2002,ROBBERY,60-69,M,WHI,34
3/31/2007,HOMICIDE,20-29,F,WHI,1
9/30/2004,ASSAULT,70-79,F,WHI,1
9/30/2021,ROBBERY,30-39,F,BLK,12
6/30/2006,ROBBERY,30-39,F,BLK,116
9/30/2017,BATTERY,50-59,F,API,1
9/30/2006,HOMICIDE,60-69,M,BLK,1
9/30/2009,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,80
9/30/2010,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,2
3/31/2002,BATTERY,0-19,M,WWH,100
6/30/2019,ASSAULT,20-29,F,BLK,132
6/30/2007,ROBBERY,40-49,M,I,1
9/30/2013,ROBBERY,50-59,M,WHI,48
3/31/2021,ROBBERY,40-49,F,BLK,46
12/31/2004,ASSAULT,20-29,F,WHI,5
3/31/2015,BATTERY,60-69,M,WWH,3
12/31/2008,ASSAULT,20-29,F,UNKNOWN,1
12/31/2006,BATTERY,70-79,F,BLK,4
6/30/2007,HOMICIDE,30-39,M,BLK,15
12/31/2012,ASSAULT,30-39,UNKNOWN,WHI,1
3/31/2008,BATTERY,0-19,F,BLK,25
6/30/2001,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,63
3/31/2017,BATTERY,60-69,F,BLK,2
3/31/2021,CRIMINAL SEXUAL ASSAULT,50-59,M,WHI,1
9/30/2010,ASSAULT,60-69,M,BLK,9
12/31/2010,BATTERY,0-19,F,UNKNOWN,3
6/30/2017,ROBBERY,40-49,F,API,3
9/30/2007,CRIMINAL SEXUAL ASSAULT,40-49,M,WWH,1
3/31/2011,BATTERY,0-19,M,BLK,22
12/31/2013,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,2
6/30/2020,BATTERY,30-39,F,UNKNOWN,3
6/30/2003,ROBBERY,40-49,F,WBH,1
6/30/2002,CRIMINAL SEXUAL ASSAULT,40-49,F,WWH,2
3/31/1999,HOMICIDE,20-29,M,BLK,1
6/30/2021,BATTERY,20-29,F,BLK,176
9/30/2019,ROBBERY,0-19,M,UNKNOWN,5
3/31/2011,BATTERY,80+,F,WWH,1
9/30/2001,BATTERY,0-19,M,I,1
6/30/2005,BATTERY,50-59,M,WWH,11
12/31/2009,ASSAULT,30-39,F,BLK,55
9/30/2015,CRIMINAL SEXUAL ASSAULT,30-39,F,WWH,1
12/31/2010,ASSAULT,30-39,M,BLK,38
9/30/2007,ASSAULT,0-19,M,BLK,142
12/31/2003,CRIMINAL SEXUAL ASSAULT,20-29,UNKNOWN,UNKNOWN,1
6/30/2014,BATTERY,60-69,M,WWH,3
6/30/2011,ASSAULT,50-59,M,API,1
9/30/2016,ASSAULT,0-19,F,BLK,15
6/30/2020,ROBBERY,40-49,F,BLK,33
9/30/2009,ASSAULT,60-69,F,BLK,7
6/30/2012,ASSAULT,0-19,F,WBH,1
6/30/2002,BATTERY,70-79,M,WHI,1
3/31/2000,HOMICIDE,0-19,F,BLK,1
3/31/2018,ASSAULT,20-29,F,BLK,82
6/30/2016,BATTERY,20-29,F,API,2
3/31/2019,ASSAULT,50-59,M,I,1
9/30/1993,HOMICIDE,50-59,F,WWH,1
6/30/2021,ROBBERY,50-59,F,UNKNOWN,1
12/31/2016,BATTERY,80+,F,WHI,1
12/31/2017,BATTERY,40-49,F,BLK,28
3/31/2019,ASSAULT,30-39,F,UNKNOWN,2
6/30/2002,BATTERY,20-29,F,WBH,1
9/30/2018,ASSAULT,50-59,F,BLK,23
6/30/2021,ROBBERY,30-39,M,I,3
6/30/2020,ASSAULT,0-19,M,BLK,2
6/30/2018,HOMICIDE,20-29,M,WWH,2
6/30/2002,ASSAULT,20-29,F,WWH,22
9/30/2016,ASSAULT,80+,M,WWH,1
9/30/2007,ROBBERY,40-49,F,BLK,4
3/31/2019,HOMICIDE,20-29,F,WHI,1
3/31/2006,ROBBERY,40-49,M,I,3
6/30/2006,ASSAULT,0-19,F,API,1
3/31/2006,HOMICIDE,40-49,M,WHI,1
9/30/2019,ASSAULT,40-49,F,UNKNOWN,1
9/30/2013,CRIMINAL SEXUAL ASSAULT,40-49,F,BLK,19
12/31/2011,ASSAULT,20-29,M,UNKNOWN,17
12/31/2016,ROBBERY,20-29,F,BLK,17
9/30/2006,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,11
3/31/2008,CRIMINAL SEXUAL ASSAULT,20-29,F,WHI,15
3/31/2016,HOMICIDE,0-19,M,WWH,1
9/30/2014,ROBBERY,80+,M,WWH,1
12/31/2018,CRIMINAL SEXUAL ASSAULT,0-19,M,WHI,2
3/31/2003,BATTERY,30-39,F,I,1
6/30/2017,BATTERY,50-59,F,WHI,1
6/30/2009,ASSAULT,20-29,F,WHI,15
12/31/2013,ROBBERY,20-29,M,UNKNOWN,24
9/30/2002,ROBBERY,40-49,M,UNKNOWN,5
6/30/2011,HOMICIDE,0-19,M,WWH,2
6/30/2006,BATTERY,60-69,F,WHI,1
6/30/2009,BATTERY,70-79,M,WWH,1
12/31/2011,ROBBERY,30-39,M,BLK,13
9/30/2005,ASSAULT,40-49,F,BLK,38
9/30/2014,ASSAULT,70-79,F,BLK,1
12/31/2014,ASSAULT,20-29,F,BLK,64
6/30/2022,HOMICIDE,0-19,F,BLK,2
3/31/2012,BATTERY,60-69,M,UNKNOWN,1
3/31/1992,HOMICIDE,20-29,F,BLK,2
9/30/2021,BATTERY,60-69,F,WHI,3
3/31/1992,HOMICIDE,60-69,M,BLK,2
9/30/2013,ROBBERY,70-79,M,UNKNOWN,2
6/30/2006,ASSAULT,30-39,M,WWH,10
3/31/2005,CRIMINAL SEXUAL ASSAULT,50-59,F,BLK,2
9/30/2021,ASSAULT,30-39,M,WWH,88
3/31/2021,ROBBERY,UNKNOWN,M,WWH,2
12/31/2015,BATTERY,0-19,M,BLK,14
6/30/2008,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,3
3/31/2021,HOMICIDE,20-29,F,BLK,2
6/30/2012,BATTERY,30-39,M,API,1
12/31/2002,BATTERY,60-69,M,BLK,5
9/30/1995,HOMICIDE,0-19,M,BLK,1
12/31/1999,HOMICIDE,50-59,M,WHI,2
12/31/2013,BATTERY,50-59,M,BLK,28
6/30/2001,BATTERY,40-49,F,WWH,8
3/31/2021,BATTERY,40-49,M,WBH,1
12/31/2012,ROBBERY,30-39,M,BLK,196
6/30/2016,ROBBERY,30-39,F,WHI,30
3/31/2013,BATTERY,70-79,M,BLK,1
9/30/2018,HOMICIDE,0-19,M,BLK,1
3/31/2005,ASSAULT,30-39,F,BLK,70
12/31/2020,ROBBERY,50-59,F,WHI,1
6/30/2018,CRIMINAL SEXUAL ASSAULT,20-29,UNKNOWN,UNKNOWN,1
9/30/2014,ROBBERY,0-19,F,BLK,6
6/30/2005,ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,3
3/31/2003,CRIMINAL SEXUAL ASSAULT,20-29,F,WWH,10
6/30/2019,BATTERY,0-19,F,WHI,3
9/30/2002,ROBBERY,20-29,F,BLK,274
3/31/1991,HOMICIDE,60-69,M,BLK,1
9/30/2020,ROBBERY,50-59,M,WBH,1
12/31/1991,HOMICIDE,40-49,F,BLK,2
6/30/2011,BATTERY,0-19,F,WHI,1
12/31/2008,HOMICIDE,0-19,F,BLK,1
6/30/2010,ROBBERY,0-19,F,WBH,1
9/30/2002,BATTERY,30-39,M,BLK,112
6/30/2001,HOMICIDE,60-69,M,BLK,1
6/30/2008,BATTERY,0-19,M,WHI,12
6/30/2019,ROBBERY,20-29,M,WWH,1
3/31/2019,BATTERY,20-29,M,WBH,2
6/30/2016,CRIMINAL SEXUAL ASSAULT,0-19,M,WHI,3
9/30/2012,BATTERY,20-29,UNKNOWN,UNKNOWN,1
9/30/2022,HOMICIDE,40-49,M,WHI,1
6/30/2004,BATTERY,50-59,F,BLK,21
9/30/2015,ROBBERY,30-39,F,API,6
6/30/2020,BATTERY,20-29,M,WWH,12
9/30/2006,CRIMINAL SEXUAL ASSAULT,40-49,F,BLK,16
6/30/2005,ROBBERY,30-39,F,BLK,9
12/31/2006,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,2
12/31/2011,ASSAULT,30-39,F,WWH,10
12/31/2018,HOMICIDE,0-19,M,BLK,5
3/31/2006,ROBBERY,30-39,M,WWH,111
3/31/2008,BATTERY,40-49,F,WHI,7
12/31/2008,ASSAULT,30-39,M,WWH,3
12/31/1992,HOMICIDE,50-59,F,BLK,2
6/30/2017,CRIMINAL SEXUAL ASSAULT,40-49,F,WWH,1
9/30/2019,BATTERY,50-59,M,WBH,3
3/31/2023,BATTERY,60-69,F,WHI,1
3/31/2009,ASSAULT,0-19,M,WBH,1
9/30/2011,HOMICIDE,0-19,M,BLK,13
12/31/1996,HOMICIDE,30-39,F,BLK,1
12/31/1998,HOMICIDE,0-19,F,WHI,1
9/30/2011,BATTERY,30-39,M,WHI,45
9/30/2007,ROBBERY,0-19,F,WHI,13
6/30/2019,HOMICIDE,20-29,M,BLK,1
9/30/2022,BATTERY,50-59,M,API,1
3/31/2001,BATTERY,0-19,M,WWH,5
6/30/2008,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,17
9/30/2008,ASSAULT,60-69,M,WWH,1
6/30/2003,CRIMINAL SEXUAL ASSAULT,40-49,M,BLK,2
9/30/2009,ROBBERY,50-59,F,WHI,19
9/30/2008,BATTERY,30-39,F,WHI,3
9/30/2021,HOMICIDE,30-39,M,BLK,1
3/31/2013,ASSAULT,50-59,M,API,1
6/30/2003,ASSAULT,20-29,M,BLK,118
12/31/2008,BATTERY,30-39,M,WBH,1
12/31/2008,HOMICIDE,40-49,M,WHI,1
12/31/2002,ROBBERY,0-19,F,API,1
9/30/2013,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,6
12/31/2006,BATTERY,0-19,M,WHI,14
12/31/2002,HOMICIDE,40-49,M,BLK,2
3/31/2010,BATTERY,0-19,F,WWH,6
6/30/2011,CRIMINAL SEXUAL ASSAULT,30-39,F,BLK,27
9/30/2013,ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,71
3/31/2019,ASSAULT,20-29,M,WWH,61
6/30/2013,BATTERY,0-19,M,BLK,4
9/30/2002,HOMICIDE,0-19,F,BLK,4
3/31/2018,ASSAULT,0-19,F,WBH,1
9/30/1998,HOMICIDE,30-39,F,BLK,9
12/31/2007,ASSAULT,20-29,F,WHI,10
9/30/1993,HOMICIDE,20-29,M,BLK,58
6/30/2021,BATTERY,UNKNOWN,M,WBH,1
12/31/2004,ROBBERY,50-59,F,API,9
9/30/2000,HOMICIDE,30-39,F,BLK,3
9/30/2018,ROBBERY,60-69,F,WHI,13
3/31/2012,BATTERY,30-39,M,BLK,42
3/31/2010,ROBBERY,20-29,M,WHI,140
9/30/2020,CRIMINAL SEXUAL ASSAULT,40-49,F,WWH,2
9/30/2019,ASSAULT,50-59,M,WWH,1
9/30/2001,HOMICIDE,20-29,M,API,1
12/31/2007,BATTERY,70-79,M,WWH,1
3/31/2019,BATTERY,70-79,F,WHI,1
12/31/2010,ROBBERY,50-59,F,WBH,1
6/30/2002,ASSAULT,30-39,M,UNKNOWN,1
12/31/2018,ROBBERY,30-39,F,WHI,47
3/31/2013,ROBBERY,30-39,UNKNOWN,UNKNOWN,2
9/30/2017,BATTERY,0-19,M,WBH,1
12/31/2011,BATTERY,60-69,M,WHI,6
6/30/2020,ASSAULT,20-29,M,WBH,3
9/30/2017,ASSAULT,0-19,M,WWH,1
9/30/2006,ASSAULT,0-19,F,WWH,12
3/31/2007,BATTERY,50-59,M,WWH,1
3/31/2014,BATTERY,20-29,F,API,1
12/31/2008,BATTERY,60-69,F,WHI,3
6/30/2015,BATTERY,60-69,F,BLK,9
6/30/2017,ASSAULT,30-39,UNKNOWN,WWH,1
3/31/2018,BATTERY,0-19,F,WWH,5
9/30/2007,ASSAULT,70-79,F,WHI,2
6/30/2021,ASSAULT,0-19,F,WWH,3
6/30/2005,BATTERY,40-49,F,UNKNOWN,1
9/30/2020,CRIMINAL SEXUAL ASSAULT,0-19,UNKNOWN,UNKNOWN,1
3/31/2011,BATTERY,40-49,M,WHI,5
9/30/2014,CRIMINAL SEXUAL ASSAULT,30-39,M,BLK,1
9/30/2020,NON-FATAL,20-29,M,WWH,1
3/31/2016,ASSAULT,30-39,F,WHI,3
9/30/2007,BATTERY,20-29,M,WWH,184
3/31/1997,HOMICIDE,20-29,M,BLK,4
3/31/2018,ROBBERY,40-49,M,WBH,3
9/30/2016,ASSAULT,40-49,F,WHI,8
12/31/2019,BATTERY,50-59,F,WHI,2
12/31/2011,HOMICIDE,30-39,F,WWH,1
3/31/2009,BATTERY,80+,F,BLK,1
9/30/2003,BATTERY,0-19,M,API,5
12/31/2016,BATTERY,40-49,M,WWH,14
9/30/2001,HOMICIDE,20-29,M,BLK,50
12/31/2007,ASSAULT,30-39,M,WWH,1
6/30/2014,ASSAULT,30-39,F,UNKNOWN,1
3/31/2009,ROBBERY,30-39,M,WWH,136
12/31/2007,BATTERY,30-39,M,WBH,2
9/30/1993,HOMICIDE,40-49,F,BLK,2
3/31/2010,ROBBERY,30-39,M,WWH,114
6/30/2013,BATTERY,20-29,M,I,1
6/30/2012,BATTERY,50-59,F,BLK,8
9/30/1997,HOMICIDE,0-19,M,WWH,4
12/31/2005,CRIMINAL SEXUAL ASSAULT,0-19,UNKNOWN,UNKNOWN,1
9/30/2015,HOMICIDE,30-39,M,WWH,4
12/31/2012,ROBBERY,50-59,F,API,5
12/31/2014,ROBBERY,0-19,F,API,1
9/30/1992,HOMICIDE,40-49,M,BLK,8
12/31/2011,ASSAULT,20-29,F,WHI,6
9/30/2009,BATTERY,0-19,M,WBH,2
9/30/2001,CRIMINAL SEXUAL ASSAULT,70-79,F,BLK,1
3/31/2006,BATTERY,0-19,F,WWH,4
9/30/2008,BATTERY,20-29,F,WWH,25
9/30/2016,ASSAULT,50-59,F,WWH,9
3/31/2009,CRIMINAL SEXUAL ASSAULT,30-39,M,BLK,2
9/30/2019,ROBBERY,0-19,F,WHI,3
9/30/2007,ASSAULT,UNKNOWN,F,WWH,1
12/31/2007,BATTERY,60-69,M,WHI,5
3/31/2022,BATTERY,0-19,F,BLK,15
3/31/2006,ROBBERY,20-29,M,WHI,131
12/31/2003,ROBBERY,60-69,F,API,1
6/30/2008,HOMICIDE,30-39,F,WWH,1
3/31/2008,BATTERY,50-59,F,WWH,4
3/31/2012,ASSAULT,0-19,F,API,1
3/31/2021,CRIMINAL SEXUAL ASSAULT,50-59,F,UNKNOWN,4
6/30/2003,BATTERY,60-69,F,BLK,3
3/31/2008,CRIMINAL SEXUAL ASSAULT,20-29,M,UNKNOWN,1
9/30/2001,ASSAULT,80+,F,BLK,1
3/31/2016,BATTERY,70-79,M,WHI,2
9/30/2011,ROBBERY,0-19,F,WHI,5
6/30/2014,ASSAULT,50-59,F,I,1
12/31/2007,BATTERY,UNKNOWN,M,WHI,3
9/30/2019,ASSAULT,40-49,M,WHI,6
12/31/2007,ASSAULT,30-39,F,WWH,12
12/31/2016,BATTERY,50-59,M,WHI,14
3/31/2023,CRIMINAL SEXUAL ASSAULT,20-29,F,API,3
9/30/2008,CRIMINAL SEXUAL ASSAULT,UNKNOWN,F,BLK,1
12/31/2011,BATTERY,70-79,M,WWH,2
3/31/2016,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,7
3/31/2008,HOMICIDE,0-19,M,WWH,4
3/31/2005,ASSAULT,50-59,M,API,3
3/31/2016,ASSAULT,20-29,F,WWH,13
6/30/2020,BATTERY,30-39,M,WHI,1
6/30/2021,ROBBERY,50-59,M,WHI,28
3/31/2005,ROBBERY,30-39,UNKNOWN,UNKNOWN,3
3/31/2022,CRIMINAL SEXUAL ASSAULT,20-29,F,BLK,34
6/30/2001,ASSAULT,20-29,F,WHI,6
3/31/2009,HOMICIDE,0-19,F,BLK,1
6/30/2001,HOMICIDE,60-69,M,BLK,1
6/30/2017,ASSAULT,30-39,F,WWH,10
6/30/2009,ASSAULT,40-49,F,WBH,1
3/31/1994,HOMICIDE,50-59,M,BLK,2
3/31/2014,BATTERY,0-19,F,UNKNOWN,1
12/31/2001,ROBBERY,40-49,M,BLK,376
3/31/2014,ASSAULT,30-39,M,BLK,44
6/30/2006,BATTERY,50-59,M,WHI,1
9/30/2022,ROBBERY,70-79,F,API,1
12/31/2003,ROBBERY,30-39,F,BLK,176
9/30/2014,ROBBERY,UNKNOWN,M,BLK,1
9/30/2014,ROBBERY,0-19,F,BLK,58
6/30/2017,HOMICIDE,30-39,M,WBH,1
6/30/2008,ROBBERY,20-29,F,WWH,2
6/30/2007,ROBBERY,30-39,M,WHI,88
9/30/2012,ROBBERY,50-59,F,BLK,39
6/30/2009,ROBBERY,0-19,M,WBH,1
9/30/2010,CRIMINAL SEXUAL ASSAULT,0-19,F,WBH,1
3/31/2020,ROBBERY,40-49,M,WHI,32
9/30/2013,ROBBERY,40-49,F,UNKNOWN,3
6/30/2019,BATTERY,UNKNOWN,M,WHI,2
6/30/2015,ROBBERY,0-19,M,API,2
6/30/2017,HOMICIDE,20-29,F,BLK,2
9/30/2005,ROBBERY,0-19,M,BLK,1
9/30/2003,ROBBERY,UNKNOWN,F,BLK,4
3/31/2022,HOMICIDE,30-39,M,BLK,2
12/31/2002,ROBBERY,20-29,F,UNKNOWN,2
12/31/2016,HOMICIDE,80+,M,WHI,1
9/30/2003,ROBBERY,60-69,F,BLK,18
9/30/2021,BATTERY,50-59,M,WHI,17
9/30/2005,BATTERY,UNKNOWN,F,BLK,3
3/31/2003,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,30
3/31/2012,ROBBERY,20-29,F,BLK,18
9/30/2001,CRIMINAL SEXUAL ASSAULT,20-29,F,API,3
12/31/2013,BATTERY,60-69,F,BLK,6
6/30/2017,BATTERY,60-69,M,WHI,3
9/30/2021,HOMICIDE,20-29,M,WWH,15
12/31/2002,BATTERY,50-59,F,BLK,11
3/31/2015,ASSAULT,20-29,M,UNKNOWN,5
9/30/2009,CRIMINAL SEXUAL ASSAULT,0-19,UNKNOWN,UNKNOWN,1
12/31/2015,BATTERY,0-19,M,BLK,11
9/30/1993,HOMICIDE,20-29,F,BLK,2
12/31/2021,HOMICIDE,70-79,M,BLK,1
3/31/2021,BATTERY,20-29,M,WHI,5
6/30/2018,ASSAULT,20-29,M,WHI,25
3/31/2002,BATTERY,70-79,F,BLK,3
3/31/1991,HOMICIDE,60-69,F,BLK,1
6/30/2010,BATTERY,40-49,M,WWH,6
6/30/2009,BATTERY,40-49,F,WWH,1
6/30/2004,ROBBERY,20-29,UNKNOWN,UNKNOWN,3
12/31/2002,ROBBERY,40-49,M,I,5
3/31/2013,BATTERY,40-49,F,BLK,13
9/30/2020,ROBBERY,60-69,F,WBH,1
3/31/2011,CRIMINAL SEXUAL ASSAULT,60-69,F,WWH,1
9/30/2013,BATTERY,30-39,F,BLK,51
3/31/2021,ROBBERY,80+,M,BLK,5
3/31/2022,ROBBERY,20-29,F,WBH,5
12/31/2019,ROBBERY,40-49,F,BLK,39
6/30/2011,BATTERY,0-19,F,WHI,2
6/30/2004,HOMICIDE,40-49,M,BLK,1
6/30/2018,ASSAULT,70-79,F,WBH,1
9/30/2020,HOMICIDE,50-59,F,WHI,1
6/30/2011,ROBBERY,20-29,M,WWH,160
3/31/2015,BATTERY,20-29,M,BLK,57
9/30/2021,CRIMINAL SEXUAL ASSAULT,20-29,M,WHI,4
12/31/2004,BATTERY,0-19,F,BLK,33
9/30/2015,ASSAULT,50-59,M,UNKNOWN,1
9/30/2013,ROBBERY,20-29,M,I,1
3/31/2003,BATTERY,UNKNOWN,F,UNKNOWN,1
9/30/2012,BATTERY,20-29,F,UNKNOWN,4
9/30/2005,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,6
9/30/2014,ASSAULT,40-49,M,BLK,22
6/30/2004,ASSAULT,40-49,M,API,2
3/31/2018,ASSAULT,0-19,UNKNOWN,WBH,1
12/31/2005,ASSAULT,20-29,M,BLK,28
9/30/2006,ROBBERY,80+,F,BLK,1
6/30/2017,HOMICIDE,40-49,F,BLK,1
9/30/2006,ASSAULT,70-79,M,WWH,1
12/31/2016,ASSAULT,0-19,M,WBH,1
12/31/2018,BATTERY,50-59,M,WWH,2
12/31/2019,ROBBERY,30-39,M,WWH,84
9/30/2016,ROBBERY,20-29,M,WBH,9
12/31/2016,ROBBERY,20-29,F,WHI,2
12/31/2001,BATTERY,50-59,F,WWH,3
9/30/2002,ROBBERY,20-29,M,API,23
6/30/2003,BATTERY,UNKNOWN,M,UNKNOWN,3
3/31/2011,BATTERY,0-19,M,WHI,4
6/30/2014,ASSAULT,30-39,F,BLK,45
12/31/2012,CRIMINAL SEXUAL ASSAULT,40-49,F,BLK,4
3/31/2006,BATTERY,50-59,F,WHI,2
9/30/2007,ASSAULT,0-19,M,WHI,13
12/31/2007,BATTERY,0-19,F,WWH,24
12/31/2016,BATTERY,0-19,M,WWH,1
6/30/2015,ASSAULT,20-29,F,UNKNOWN,4
6/30/2003,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,6
6/30/2012,ROBBERY,20-29,M,BLK,3
9/30/2006,BATTERY,20-29,F,WHI,17
9/30/2013,ROBBERY,0-19,UNKNOWN,UNKNOWN,2
3/31/2011,ROBBERY,20-29,F,WWH,47
3/31/2013,BATTERY,0-19,UNKNOWN,BLK,1
12/31/2012,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,10
6/30/2004,CRIMINAL SEXUAL ASSAULT,30-39,F,WHI,10
12/31/2013,ASSAULT,20-29,UNKNOWN,UNKNOWN,1
9/30/2003,BATTERY,0-19,M,UNKNOWN,2
3/31/2003,ASSAULT,70-79,M,BLK,1
6/30/2008,ASSAULT,40-49,M,WWH,28
9/30/2014,ROBBERY,20-29,F,BLK,176
9/30/2017,CRIMINAL SEXUAL ASSAULT,UNKNOWN,F,WHI,2
6/30/2017,ROBBERY,50-59,M,WWH,35
9/30/2017,CRIMINAL SEXUAL ASSAULT,20-29,F,BLK,53
6/30/2001,ROBBERY,40-49,M,WHI,82
9/30/2003,HOMICIDE,50-59,F,BLK,1
6/30/2016,ASSAULT,60-69,F,WHI,1
6/30/2007,ASSAULT,50-59,F,WHI,1
9/30/2018,CRIMINAL SEXUAL ASSAULT,30-39,M,UNKNOWN,1
6/30/2006,ROBBERY,60-69,M,WWH,8
6/30/2010,ROBBERY,70-79,M,WHI,9
3/31/2010,CRIMINAL SEXUAL ASSAULT,30-39,F,WHI,1
6/30/2011,ROBBERY,UNKNOWN,F,WWH,3
12/31/2004,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,6
6/30/2006,ROBBERY,UNKNOWN,M,WWH,6
3/31/2020,ROBBERY,0-19,M,WBH,1
3/31/2012,ASSAULT,40-49,M,BLK,31
9/30/1992,HOMICIDE,70-79,M,BLK,4
6/30/2011,ASSAULT,40-49,F,WWH,5
9/30/2011,HOMICIDE,50-59,M,WHI,1
12/31/2004,ROBBERY,30-39,M,I,2
6/30/2014,HOMICIDE,0-19,M,WHI,1
6/30/2009,ROBBERY,20-29,M,WBH,8
6/30/2013,ROBBERY,60-69,UNKNOWN,UNKNOWN,1
3/31/2005,ROBBERY,60-69,F,BLK,1
12/31/2005,ROBBERY,40-49,F,BLK,145
9/30/2020,ASSAULT,80+,F,UNKNOWN,1
6/30/2011,ROBBERY,0-19,M,WWH,67
12/31/2004,BATTERY,20-29,F,BLK,116
6/30/2002,ASSAULT,30-39,M,API,6
6/30/2019,ASSAULT,70-79,M,WWH,1
9/30/2013,ASSAULT,20-29,M,UNKNOWN,1
6/30/2016,ASSAULT,30-39,M,WBH,1
3/31/2003,ROBBERY,0-19,M,BLK,82
6/30/2022,HOMICIDE,0-19,M,WWH,1
6/30/2018,ASSAULT,UNKNOWN,F,WHI,1
9/30/1998,HOMICIDE,20-29,M,WWH,1
6/30/2018,ASSAULT,0-19,M,WHI,4
9/30/2016,HOMICIDE,30-39,M,BLK,1
9/30/2012,BATTERY,0-19,F,UNKNOWN,1
6/30/2019,ROBBERY,0-19,M,WWH,25
6/30/2018,ROBBERY,40-49,F,WHI,1
12/31/1995,HOMICIDE,0-19,F,BLK,2
3/31/2014,BATTERY,20-29,F,UNKNOWN,2
6/30/2018,CRIMINAL SEXUAL ASSAULT,0-19,UNKNOWN,UNKNOWN,3
12/31/2007,ROBBERY,0-19,M,BLK,321
3/31/2017,CRIMINAL SEXUAL ASSAULT,80+,F,WWH,1
9/30/2014,BATTERY,80+,F,WHI,1
9/30/2004,BATTERY,70-79,F,BLK,2
12/31/2005,ASSAULT,0-19,M,BLK,8
3/31/2021,BATTERY,0-19,M,WHI,1
6/30/1997,HOMICIDE,50-59,M,WWH,2
6/30/2010,ASSAULT,0-19,M,WHI,4
12/31/2004,ROBBERY,80+,F,WHI,4
3/31/2003,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,37
9/30/2005,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,9
12/31/2004,ROBBERY,50-59,F,UNKNOWN,1
3/31/2012,ROBBERY,0-19,F,BLK,3
12/31/2020,BATTERY,50-59,M,WWH,13
12/31/2009,HOMICIDE,20-29,M,WWH,1
6/30/2019,BATTERY,20-29,F,WHI,8
12/31/2014,ROBBERY,70-79,F,BLK,6
12/31/2003,ASSAULT,50-59,M,BLK,17
3/31/2013,ASSAULT,50-59,M,UNKNOWN,1
3/31/2002,ASSAULT,UNKNOWN,M,UNKNOWN,1
6/30/2004,ROBBERY,0-19,UNKNOWN,UNKNOWN,6
12/31/2014,ASSAULT,0-19,F,BLK,14
3/31/2015,ASSAULT,0-19,M,UNKNOWN,7
